IM,NM,DR,RG,CM,TL,AT,Horario
9236,FARMACIA EMILUC,rancagua 2740,1,5,+56933228510,0,"{'semana': 'Lunes - Sábado: 11:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 11:00 a 20:00 hrs.<br>', 'turno': ''}"
8129,FARMACIA ESPACIO BILBAO IQUIQUE,"francisco bilbao n°3634, local 3",1,5,+560222243300,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
6323,FARMACIA FARMA ATACAMA,av. el palomar n° 1419,3,21,+5676243712,0,"{'semana': 'Lunes - Sábado: 09:00 a 13:00 y 17:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 13:00 y 17:00 a 21:00 hrs.<br>', 'turno': ''}"
7203,FARMACIA FARMALIFE,benito ocampo 11640 local 15,2,12,+569933358665,0,"{'semana': 'Lunes - Viernes: 10:00 a 13:30 y 16:00 a 20:00 hrs.<br>Sábado: 10:00 a 13:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 13:30 y 16:00 a 20:00 hrs.<br>', 'turno': ''}"
4887,FARMACIA FARMANDINA,"av. progreso 2000, local 74, rampa 2, iquique",1,5,+56572410564,0,"{'semana': 'Lunes - Domingo: 08:30 a 16:30 hrs.<br>Festivos: 08:30 a 16:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 16:30 hrs.<br>', 'turno': ''}"
7232,FARMACIA FARMANOR,carlos van buren n° 507,3,21,,0,"{'semana': 'Lunes - Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
3665,FARMACIA FARMANUESTRA,bandera nº 7525,2,12,+56552551585,0,"{'semana': 'Lunes - Viernes: 09:30 a 14:00 y 16:30 a 21:30 hrs.<br>Sábado: 10:00 a 15:00 y 17:30 a 21:00 hrs.<br>Domingo: 10:00 a 15:00 hrs.<br>Festivos: 10:00 a 15:00 hrs.<br>', 'dia': 'Viernes: 09:30 a 14:00 y 16:30 a 21:30 hrs.<br>', 'turno': ''}"
6924,FARMACIA FARMAP,"pje. montalban n° 1251, villa o'higgins",3,21,+56522286016,0,"{'semana': 'Lunes - Viernes: 09:00 a 13:00 y 16:00 a 20:00 hrs.<br>Sábado: 09:00 a 13:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 13:00 y 16:00 a 20:00 hrs.<br>', 'turno': ''}"
4381,FARMACIA FARMAPLUSS,"prat nº 785, taltal",2,15,+56552612199,1,"{'semana': 'Lunes - Sábado: 10:00 a 21:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 21:30 hrs.<br>', 'turno': ''}"
3118,FARMACIA FARMASALUD,"av. el palomar n° 1525, int. unimarc",3,21,+56522212561,1,"{'semana': 'Lunes - Sábado: 09:00 a 22:30 hrs.<br>Domingo: 09:30 a 22:00 hrs.<br>Festivos: 09:30 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:30 hrs.<br>', 'turno': ''}"
3149,FARMACIA FARMATERRA,miguel lemeur   n° 418,3,23,+56522329554,0,"{'semana': 'Lunes - Sábado: 09:00 a 14:00 y 16:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 14:00 y 16:00 a 22:00 hrs.<br>', 'turno': ''}"
6810,FARMACIA FARMATERRA,"av. cancha rayada n° 419, l. 1-2, stripcenter la chimba",3,21,,0,"{'semana': 'Lunes - Sábado: 10:00 a 21:00 hrs.<br>Domingo: 10:00 a 14:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 21:00 hrs.<br>', 'turno': ''}"
5409,FARMACIA FARMAVEGA,av. salvador allende nº 330,2,12,+5675722077,0,"{'semana': 'Lunes - Sábado: 08:00 a 16:30 hrs.<br>Domingo: 09:00 a 16:00 hrs.<br>Festivos: 09:00 a 16:00 hrs.<br>', 'dia': 'Viernes: 08:00 a 16:30 hrs.<br>', 'turno': ''}"
7200,FARMACIA FARMAVIDA,avda. rendic 4793 local 1,2,12,+569974085647,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
4076,FARMACIA FE Y ALEGRIA,"juan o'donovan  n° 6521, paipote",3,21,+562384624,0,"{'semana': 'Lunes - Viernes: 10:30 a 13:00 y 17:00 a 21:00 hrs.<br>Sábado: 10:30 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:30 a 13:00 y 17:00 a 21:00 hrs.<br>', 'turno': ''}"
3294,FARMACIA FIGUESAN,almirante latorre n° 637,2,13,+56552622038,0,"{'semana': 'Lunes - Sábado: 10:00 a 22:00 hrs.<br>Domingo: 10:00 a 21:00 hrs.<br>Festivos: 10:00 a 21:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 22:00 hrs.<br>', 'turno': ''}"
5041,FARMACIA GACEMA II,av. argentina n°1667,2,12,+56934189735,0,"{'semana': 'Lunes - Viernes: 09:30 a 20:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:30 a 20:00 hrs.<br>', 'turno': ''}"
3488,FARMACIA GALENO,las cruces nº 790,2,12,+56552933066,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:30 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:30 hrs.<br>', 'turno': ''}"
5240,FARMACIA GALENO,maipu n° 220,2,12,+56956679799,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3788,FARMACIA GALENO G,m. a. matta nº 2019,2,12,+56552549646,0,"{'semana': 'Lunes - Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
3290,FARMACIA GALENO G,almirante latorre n° 795-b,2,13,+56552621755,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:30 a 13:00 y 17:00 a 22:00 hrs.<br>Festivos: 10:30 a 13:00 y 17:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
9397,FARMACIA GALENO G-002,manuel antonio matta 2554,2,12,+569-56679821,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
4835,FARMACIA GENESIS,tarapaca n° 1698,1,5,,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 21:30 hrs.<br>', 'turno': ''}"
5888,FARMACIA HIGEA,14 de febrero 2578,2,12,+5694537438,0,"{'semana': 'Lunes - Viernes: 08:30 a 20:00 hrs.<br>Sábado: 09:00 a 13:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 20:00 hrs.<br>', 'turno': ''}"
9223,FARMACIA HIGEA II,antonio josé de sucre 711,2,12,+5694537438,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
5118,FARMACIA HOFFEN,vivar n° 1187,1,5,+56984493945,0,"{'semana': 'Lunes - Viernes: 10:00 a 15:00 hrs.<br>Sábado: 11:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 15:00 hrs.<br>', 'turno': ''}"
4286,FARMACIA INDEPENDIENTE EL LOA,avda.  vicuña mackena n° 2201,2,16,+56552341643,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
8053,FARMACIA IRIS,riquelme n° 767,1,5,+56332520908,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
3356,FARMACIA JERUSALEN,"comercio 307, pozo almonte, tarapaca, chile",1,10,+56572751030,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
9398,FARMACIA JUAN PABLO II,avenida huamachuco 9926,2,12,+56975549019,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:00 hrs.<br>Sábado: 10:00 a 18:00 hrs.<br>Domingo: 10:00 a 16:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
5891,FARMACIA JUMBO ANTOFAGASTA,av. angamos n°745,2,12,+569988184968,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
5865,FARMACIA JUMBO CALAMA,avenida chorrillos 1759,2,16,+56552686903,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
7716,FARMACIA KARAL,av. juan martínez n°714,3,25,+56998313278,0,"{'semana': 'Lunes - Viernes: 13:00 a 21:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 13:00 a 21:00 hrs.<br>', 'turno': ''}"
5427,FARMACIA KNOP,prat n°441,2,12,+5664716827,0,"{'semana': 'Lunes - Viernes: 10:00 a 20:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
5791,FARMACIA KNOP,vivar n°762,1,5,,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
3124,FARMACIA LA BOTIKA,cousiño  n° 325,3,22,,0,"{'semana': 'Lunes - Sábado: 10:00 a 14:00 y 17:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 14:00 y 17:00 a 22:00 hrs.<br>', 'turno': ''}"
4892,FARMACIA LA BOTIKA,o'higgins n° 801,3,21,+56522541750,0,"{'semana': 'Lunes - Viernes: 09:30 a 20:30 hrs.<br>Sábado: 09:30 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:30 a 20:30 hrs.<br>', 'turno': ''}"
8130,FARMACIA LA BOTIKA,eleuterio ramirez n° 698,1,5,+560223239103,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
5350,FARMACIA LA ECONÓMICA ,av. argentina n°01975,2,12,+56995889924,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
8049,FARMACIA LA ECONOMICA III,condell 2268,2,12,+56940167257,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
6794,FARMACIA LACKUNTUR,la torre nº 1497,2,16,+569971703099,0,"{'semana': 'Lunes - Viernes: 08:30 a 19:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 19:30 hrs.<br>', 'turno': ''}"
9053,FARMACIA MAICAO,tarapacá 521,1,5,+56226944000,0,"{'semana': 'Lunes - Viernes: 10:00 a 19:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 19:00 hrs.<br>', 'turno': ''}"
9222,FARMACIA MAICAO,21 de mayo n° 1709,2,19,,0,"{'semana': 'Lunes - Viernes: 10:00 a 19:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 19:00 hrs.<br>', 'turno': ''}"
8147,FARMACIA MAICAO LOCAL 073,manuel antonio matta n° 2465,2,12,+5626944000,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
9007,FARMACIA MAS BIENESTAR,avenida antonio rendic 5834,2,12,+56940126396,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
7201,FARMACIA MEBUR,avda bonilla 8724,2,12,+569941606843,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
7062,FARMACIA MEGAFARMA,las americas n°4141,1,11,+56948664829,0,"{'semana': 'Lunes - Viernes: 09:00 a 17:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 17:00 hrs.<br>', 'turno': ''}"
3138,FARMACIA MILANO,av. henriquez n° 495,3,21,+56522211305,0,"{'semana': 'Lunes - Viernes: 09:00 a 14:00 y 17:00 a 22:00 hrs.<br>Sábado: 09:00 a 14:00 y 00:00 a 00:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 14:00 y 17:00 a 22:00 hrs.<br>', 'turno': ''}"
6610,FARMACIA NACIONAL,vivar n°630,1,5,+56572225408,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:00 hrs.<br>Sábado - Domingo: 10:00 a 21:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
5980,FARMACIA NEOFARMA,"vivar n° 1191, iquique",1,5,+560229078933,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
7930,FARMACIA NORTHFARMA,"simon bolivar n°935, local 1",2,12,+5698630037,0,"{'semana': 'Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
7326,FARMACIA NOVASALUD,almirante latorre 675,1,5,,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
5414,FARMACIA NOVAVITA,patricio lynch n° 426,1,5,+56989007959,0,"{'semana': 'Lunes - Viernes: 08:30 a 18:00 hrs.<br>Sábado: 10:30 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 18:00 hrs.<br>', 'turno': ''}"
3796,FARMACIA NOVOA,m. a. matta nº 2517,2,12,+56552268827,0,"{'semana': 'Lunes - Sábado: 09:00 a 13:45 y 16:30 a 20:45 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 13:45 y 16:30 a 20:45 hrs.<br>', 'turno': ''}"
8183,FARMACIA OPTIMUS,vivar n° 1320,1,5,+56979588788,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
5193,FARMACIA O´HIGGINS,"o´higgins 265, taltal",2,15,+56996915608,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3159,FARMACIA PAEZ,raul barrionuevo  n° 156,3,24,+56522481455,0,"{'semana': 'Lunes - Sábado: 09:00 a 14:00 y 17:00 a 22:00 hrs.<br>Domingo: 10:30 a 14:00 y 18:30 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 14:00 y 17:00 a 22:00 hrs.<br>', 'turno': ''}"
5792,FARMACIA PENINSULA,filomena valenzuela n°295-c,1,5,+56957086446,1,"{'semana': 'Lunes - Sábado: 10:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 22:00 hrs.<br>', 'turno': ''}"
4905,FARMACIA PORTOFINO,merino jarpa n° 547,3,24,+56522513739,0,"{'semana': 'Lunes - Sábado: 10:30 a 13:30 y 16:30 a 21:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:30 a 13:30 y 16:30 a 21:30 hrs.<br>', 'turno': ''}"
4494,FARMACIA PROSALUD,simon bolivar nº 598,2,12,,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
3148,FARMACIA PUNTA NEGRA,av. los carrera n° 5926,3,21,+56522369900,0,"{'semana': 'Lunes - Viernes: 09:00 a 13:00 y 16:00 a 21:00 hrs.<br>Sábado: 09:00 a 13:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 13:00 y 16:00 a 21:00 hrs.<br>', 'turno': ''}"
5669,FARMACIA RED DE CLINICAS REGIONALES,infante n° 861,3,21,,0,"{'semana': 'Lunes - Viernes: 10:00 a 19:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 19:00 hrs.<br>', 'turno': ''}"
6840,FARMACIA REDNORTE,eleuterio ramirez n° 1340,1,5,+5656390165,0,"{'semana': 'Lunes - Viernes: 10:00 a 14:00 y 16:00 a 20:00 hrs.<br>Sábado: 12:30 a 20:00 hrs.<br>Domingo: Cerrado<br>Festivos: 12:30 a 20:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 14:00 y 16:00 a 20:00 hrs.<br>', 'turno': ''}"
3659,FARMACIA RENDIC,juan bolivar n° 314,2,12,+56552543003,0,"{'semana': 'Lunes - Sábado: 10:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 22:00 hrs.<br>', 'turno': ''}"
4654,FARMACIA S Y G,granaderos n°2205,2,16,+56552866270,1,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3409,FARMACIA SALCOBRAND,ruta a -16 3350 local 3 supermercado unimarc,1,11,+568006003606000,1,"{'semana': 'Lunes - Sábado: 08:30 a 14:00 y 14:30 a 20:00 hrs.<br>Domingo: 09:00 a 14:00 y 14:30 a 19:00 hrs.<br>Festivos: 09:00 a 14:00 y 14:30 a 19:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 14:00 y 14:30 a 20:00 hrs.<br>', 'turno': ''}"
3412,FARMACIA SALCOBRAND,"heroes de la concepcion 2555, mall las americas",1,5,+56572483116,1,"{'semana': 'Lunes - Domingo: 08:30 a 19:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 19:30 hrs.<br>', 'turno': ''}"
4623,FARMACIA SALCOBRAND,oficina petronila n°195 a y b,2,12,,1,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3389,FARMACIA SALCOBRAND,vivar 647,1,5,+56572410171,1,"{'semana': 'Lunes - Viernes: 08:00 a 20:00 hrs.<br>Sábado: 09:00 a 20:00 hrs.<br>Domingo: 10:00 a 20:00 hrs.<br>', 'dia': 'Viernes: 08:00 a 20:00 hrs.<br>', 'turno': ''}"
5342,FARMACIA SALCOBRAND,av. balmaceda n°2355,2,12,,1,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
4419,FARMACIA SALCOBRAND,m. a. matta nº 2001,2,12,,1,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
4655,FARMACIA SALCOBRAND,av. balmaceda n°2355,2,12,,1,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3395,FARMACIA SALCOBRAND,tarapaca 538,1,5,+568006003606000,1,"{'semana': 'Lunes - Viernes: 08:00 a 20:00 hrs.<br>Sábado: 09:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 20:00 hrs.<br>', 'turno': ''}"
5994,FARMACIA SALCOBRAND,"av. copayapu n° 2406, l. 1008, portal jumbo",3,21,+560224223300,1,"{'semana': 'Lunes - Domingo: 09:00 a 19:00 hrs.<br>Festivos: 09:00 a 19:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
3399,FARMACIA SALCOBRAND,tarapaca 671-683,1,5,+56572471143,1,"{'semana': 'Lunes - Viernes: 08:30 a 21:00 hrs.<br>Sábado: 09:00 a 21:00 hrs.<br>Domingo: 10:00 a 20:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 21:00 hrs.<br>', 'turno': ''}"
3401,FARMACIA SALCOBRAND,avenida arturo prat 1732,1,5,+56572518649,1,"{'semana': 'Lunes - Viernes: 08:00 a 20:00 hrs.<br>Sábado - Domingo: 09:00 a 20:00 hrs.<br>', 'dia': 'Viernes: 08:00 a 20:00 hrs.<br>', 'turno': ''}"
7225,FARMACIA SALCOBRAND L-752,avenida angamos 745,2,12,+5655224223300,1,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3797,FARMACIA SAN LUIS,uribe nº 800,2,12,+56552779360,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:30 hrs.<br>Sábado: 09:30 a 21:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 21:30 hrs.<br>', 'turno': ''}"
5866,FARMACIA SAN MARCO,av. los exploradores n°14123,2,12,+56996126649,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: 10:00 a 21:00 hrs.<br>Festivos: 10:00 a 21:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
3155,FARMACIA SAN MARTIN,juan martinez n° 1107,3,25,+56522449032,0,"{'semana': 'Lunes - Viernes: 10:00 a 13:30 y 17:00 a 22:00 hrs.<br>Sábado: 10:30 a 13:30 y 17:00 a 22:00 hrs.<br>Domingo: 12:00 a 13:00 hrs.<br>Festivos: 12:00 a 13:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 13:30 y 17:00 a 22:00 hrs.<br>', 'turno': ''}"
3180,FARMACIA SAN MIGUEL,av. 4 de julio n° 706,3,25,+56522475425,0,"{'semana': 'Lunes - Viernes: 09:30 a 14:00 y 16:00 a 21:30 hrs.<br>Sábado: 10:00 a 14:00 y 17:00 a 21:00 hrs.<br>Domingo: 11:00 a 14:00 hrs.<br>Festivos: 11:00 a 14:00 hrs.<br>', 'dia': 'Viernes: 09:30 a 14:00 y 16:00 a 21:30 hrs.<br>', 'turno': ''}"
7929,FARMACIA SAN PEDRO DE ATACAMA - FRACCION,vilama n° 425,2,501,+5687290062,0,"{'semana': 'Lunes - Sábado: 09:00 a 20:30 hrs.<br>Domingo: 09:00 a 13:15 y 14:30 a 16:30 hrs.<br>Festivos: 09:00 a 13:15 y 14:30 a 16:30 hrs.<br>', 'dia': 'Viernes: 09:00 a 20:30 hrs.<br>', 'turno': ''}"
4307,FARMACIA SANTO REMEDIO,ossa nº2046,2,12,+56552848981,0,"{'semana': 'Lunes - Viernes: 10:30 a 14:00 y 17:30 a 21:30 hrs.<br>Sábado: 10:30 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:30 a 14:00 y 17:30 a 21:30 hrs.<br>', 'turno': ''}"
4622,FARMACIA SIMI,maipu n°364,2,12,+56552222807,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
5192,FARMACIA SUPERFARMA,m. a. matta n°2207,2,12,+56953463212,0,"{'semana': 'Lunes - Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 22:00 hrs.<br>', 'turno': ''}"
6069,FARMACIA SYG II,avenida arturo prat 1597,2,16,+5680099140660,1,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
9201,FARMACIA TADEO HAENKE,avenida tadeo haenke 2099-a,1,5,+5693229037,0,"{'semana': 'Lunes - Sábado: 10:00 a 14:00 y 16:00 a 20:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 14:00 y 16:00 a 20:30 hrs.<br>', 'turno': ''}"
6056,FARMACIA TOCOPILLA,21 de mayo 1532-1524,2,19,+56931169654,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
5369,FARMACIA TRI-O FARMA,"avda. salvador allende 2399, local 3, iquique",1,5,+56572431638,0,"{'semana': 'Lunes - Sábado: 10:00 a 19:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 19:00 hrs.<br>', 'turno': ''}"
7830,FARMACIA URIBE,uribe 815,2,12,+569968426756,0,"{'semana': 'Lunes - Viernes: 09:00 a 00:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 00:00 hrs.<br>', 'turno': ''}"
3160,FARMACIA VARAS,zuleta n° 150,3,24,+56522481105,0,"{'semana': 'Lunes - Viernes: 09:30 a 22:00 hrs.<br>Sábado: 10:00 a 13:30 y 17:00 a 22:00 hrs.<br>Domingo: 11:00 a 13:30 hrs.<br>', 'dia': 'Viernes: 09:30 a 22:00 hrs.<br>', 'turno': ''}"
7011,FARMACIA VENFARMA,"maipu n° 580, l. 1",3,21,+56522503156,0,"{'semana': 'Lunes - Sábado: 09:00 a 00:00 hrs.<br>Domingo: 10:00 a 15:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 00:00 hrs.<br>', 'turno': ''}"
8048,FARMACIA VERSAL,latorre 2716,2,12,+56968592317,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3286,FARMACIA VICTORIA,21 de mayo nº 1513-1529,2,19,+56552813238,0,"{'semana': 'Lunes - Viernes: 09:00 a 23:00 hrs.<br>Sábado - Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 23:00 hrs.<br>', 'turno': ''}"
5605,FARMACIA VIDAMED,av. bernardo o'higgins n° 1404-a,1,5,+56984698218,0,"{'semana': 'Lunes - Viernes: 10:30 a 20:00 hrs.<br>Sábado: 11:00 a 17:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:30 a 20:00 hrs.<br>', 'turno': ''}"
5191,FARMACIA VISTA HERMOSA,oficina ausonia n°180,2,12,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
3416,FARMACIA VITAL,avenida los alamos  1056-b,1,11,+56572243843,0,"{'semana': 'Lunes - Viernes: 08:00 a 21:30 hrs.<br>Sábado - Domingo: 09:00 a 21:30 hrs.<br>', 'dia': 'Viernes: 08:00 a 21:30 hrs.<br>', 'turno': ''}"
